Date,Hebrew_Country,Positive and vaccinated,Positive and vaccinated (not valid),Positive unvaccinated,Vaccinated residents,Vaccinated(not valid) residents,Unvaccinated residents,Country
2021-12-06,יפן,0,0,0,0,0,1,Japan
2021-12-06,אירלנד,0,0,0,6,2,1,Ireland
2021-12-06,קולומביה,0,0,0,7,0,1,Colombia
2021-12-06,מוזמביק,0,0,0,5,0,0,Mozambique
2021-12-06,מרוקו,0,0,1,119,1,5,Morocco
2021-12-06,צרפת,1,0,1,946,8,125,France
2021-12-06,סרי לנקה (צילון),0,0,0,38,0,2,Sri Lanka (photo)
2021-12-06,אוסטריה,1,0,0,38,3,19,Austria
2021-12-06,גאורגיה,2,0,0,551,9,38,Georgia
2021-12-06,אתיופיה,0,0,0,10,0,2,Ethiopia
2021-12-06,בולגריה,0,0,0,278,6,19,Bulgaria
2021-12-06,ברזיל,0,0,0,21,0,2,Brazil
2021-12-06,סין,0,0,0,0,0,0,China
2021-12-06,בלגיה,0,0,1,165,3,50,Belgium
2021-12-06,סרביה,0,0,0,2,0,0,Serbia
2021-12-06,אלבניה,0,0,0,1,0,0,Albania
2021-12-06,סלובניה,0,0,0,0,0,3,Slovenia
2021-12-06,"קונגו, רפ. דמוק.",0,0,0,1,0,0," Congo, Ref. Deep. "
2021-12-06,זאיר,0,0,0,0,0,0,Zaire
2021-12-06,קנדה,0,0,0,130,4,38,Canada
2021-12-06,הרפ הדומיניקנית,0,0,0,6,0,0,Dominican Harp
2021-12-06,תאילנד,1,0,1,200,2,18,Thailand
2021-12-06,מקסיקו,0,0,0,15,2,8,Mexico
2021-12-06,אוגנדה,0,0,0,0,0,1,Uganda
2021-12-06,פינלנד,0,0,0,8,0,0,Finland
2021-12-06,איחוד האמירויות הערב,3,3,2,1813,35,234,UAE
2021-12-06,דומיניקה,0,0,0,1,0,0,Dominica
2021-12-06,פרו,0,0,0,1,0,0,Peru
2021-12-06,קוריאה הדרומית,0,0,0,1,0,0,South Korea
2021-12-06,פולין,2,0,0,336,3,15,Poland
2021-12-06,טנזניה,4,0,0,11,1,1,Tanzania
2021-12-06,הממלכה המאוחדת,5,0,1,979,11,137,United Kingdom
2021-12-06,זמביה,0,0,0,1,1,0,Zambia
2021-12-06,ארמניה,0,0,0,2,1,0,Armenia
2021-12-06,הודו,0,0,0,1,0,0,India
2021-12-06,קזחסטאן,0,0,0,4,0,2,Kazakhstan
2021-12-06,איסלנד,0,0,0,1,0,0,Iceland
2021-12-06,אזרביג'אן,0,0,0,5,1,0,Azerbaijan
2021-12-06,פורטוגל,0,0,0,185,2,12,Portugal
2021-12-06,איי גילברט ואליס,0,0,0,1,0,0,Gilbert and Alice Islands
2021-12-06,ירדן,0,0,0,90,20,11,Jordan
2021-12-06,ספרד,1,0,0,683,4,39,Spain
2021-12-06,אוזבקיסטן,0,0,0,0,0,0,Uzbekistan
2021-12-06,מצרים,0,0,0,197,7,38,Egypt
2021-12-06,מולדובה,0,0,0,32,2,20,Moldova
2021-12-06,הולנד,0,0,0,177,8,20,Netherlands
2021-12-06,ניו זילנד,0,0,0,1,0,0,New Zealand
2021-12-06,קפריסין,1,0,0,342,5,51,Cyprus
2021-12-06,צ'ילה,0,0,0,4,0,0,Chile
2021-12-06,צכיה,2,0,0,468,2,20,Czech Republic
2021-12-06,נורבגיה,0,0,0,12,1,0,Norway
2021-12-06,נפאל,0,0,0,1,0,0,Nepal
2021-12-06,שוויץ,0,0,0,50,2,10,Switzerland
2021-12-06,קוסטה ריקה,0,0,0,9,0,0,Costa Rica
2021-12-06,פנמה,0,0,0,3,0,1,Panama
2021-12-06,אוסטרליה,0,0,0,3,0,4,Australia
2021-12-06,מלדיבים,0,0,0,79,3,17,Maldives
2021-12-06,האיטי,0,0,0,3,0,0,Haiti
2021-12-06,יוון,2,0,0,833,7,45,Greece
2021-12-06,דרום אפריקה,8,0,6,62,3,17,South Africa
2021-12-06,מונטנגרו,0,0,0,4,0,0,Montenegro
2021-12-06,ניקרגואה,0,0,0,1,0,0,Nicaragua
2021-12-06,דנמרק,0,0,0,27,0,1,Denmark
2021-12-06,ויטנאם,0,0,0,2,0,0,Vietnam
2021-12-06,קוסובו,0,0,0,1,0,0,Kosovo
2021-12-06,אקואדור,0,0,0,2,0,0,Ecuador
2021-12-06,אוקראינה,0,0,0,329,35,285,Ukraine
2021-12-06,פיליפינים,0,0,0,0,0,0,Philippines
2021-12-06,רואנדה,0,0,0,7,0,0,Rwanda
2021-12-06,קטר,0,0,0,2,0,0,Qatar
2021-12-06,לטביה,0,0,0,3,0,0,Latvia
2021-12-06,ארצות הברית,5,0,0,1888,36,420,United States
2021-12-06,ערב הסעודית,0,0,0,3,0,0,Saudi Arabia
2021-12-06,ניגריה,0,0,0,3,0,0,Nigeria
2021-12-06,איטליה,2,0,0,1407,11,71,Italy
2021-12-06,ליטא,0,0,0,8,0,0,Lithuania
2021-12-06,מלטה,0,0,0,0,0,0,Malta
2021-12-06,גווטאמלה,0,0,0,3,0,2,Guatemala
2021-12-06,בחריין,0,0,0,68,0,5,Bahrain
2021-12-06,אורגוואי,0,0,0,1,0,0,Uruguay
2021-12-06,שוודיה,0,0,0,16,2,1,Sweden
2021-12-06,ארגנטינה,0,0,0,9,1,1,Argentina
2021-12-06,הונגריה,3,0,1,666,7,48,Hungary
2021-12-06,איי טורקס וקייקוס,0,0,0,5,2,0,Turks and Caicos Islands
2021-12-06,גויאנה הצרפתית,0,0,0,1,0,0,French Guiana
2021-12-06,קרואטיה,0,0,0,8,0,4,Croatia
2021-12-06,מאוריציוס,0,0,0,2,0,1,Mauritius
2021-12-06,גרמניה,2,0,0,730,5,45,Germany
2021-12-06,כלל המדינות,49,3,15,16540,357,2259,All Countries
2021-12-07,שוויץ,0,0,1,26,0,3,Switzerland
2021-12-07,אורגוואי,0,0,0,2,0,0,Uruguay
2021-12-07,אוזבקיסטן,0,0,0,66,6,25,Uzbekistan
2021-12-07,סלובקיה,0,0,0,1,0,0,Slovakia
2021-12-07,מלטה,0,0,0,2,0,0,Malta
2021-12-07,הונג קונג,0,0,0,2,1,1,Hong Kong
2021-12-07,אוסטרליה,0,0,0,3,0,8,Australia
2021-12-07,פיליפינים,0,0,0,3,0,0,Philippines
2021-12-07,תורכיה,2,0,1,1062,90,251,Turkey
2021-12-07,טנזניה,0,0,0,9,1,0,Tanzania
2021-12-07,האיטי,0,0,0,1,0,0,Haiti
2021-12-07,איטליה,2,0,1,1024,1,118,Italy
2021-12-07,סרביה,0,0,0,14,0,2,Serbia
2021-12-07,רוסיה,0,0,0,99,10,41,Russia
2021-12-07,פולין,1,0,2,164,3,25,Poland
2021-12-07,קניה,0,0,0,4,0,1,Kenya
2021-12-07,קירג'זסטאן,0,0,0,1,0,0,Kyrgyzstan
2021-12-07,דרום סודאן,0,0,0,1,0,0,South Sudan
2021-12-07,הממלכה המאוחדת,6,0,5,701,13,126,United Kingdom
2021-12-07,ליטא,0,0,0,97,4,17,Lithuania
2021-12-07,אוקראינה,0,0,1,309,28,282,Ukraine
2021-12-07,ספרד,1,0,1,496,13,40,Spain
2021-12-07,בלגיה,2,0,0,78,1,23,Belgium
2021-12-07,ירדן,0,0,0,33,14,6,Jordan
2021-12-07,איחוד האמירויות הערב,6,0,2,1618,46,202,UAE
2021-12-07,פינלנד,0,0,0,39,0,8,Finland
2021-12-07,דנמרק,0,0,0,17,1,2,Denmark
2021-12-07,גווטאמלה,0,0,0,1,0,0,Guatemala
2021-12-07,סרי לנקה (צילון),0,0,0,53,1,0,Sri Lanka (photo)
2021-12-07,קובה,0,0,0,1,0,0,Cuba
2021-12-07,אזרביג'אן,0,0,0,1,0,0,Azerbaijan
2021-12-07,קולומביה,0,0,0,2,0,0,Colombia
2021-12-07,פנמה,0,0,0,2,0,0,Panama
2021-12-07,צכיה,1,0,0,413,1,6,Czech Republic
2021-12-07,קפריסין,0,0,0,198,2,33,Cyprus
2021-12-07,קמבודיה,0,0,0,0,0,1,Cambodia
2021-12-07,אתיופיה,0,0,0,16,1,0,Ethiopia
2021-12-07,הרפ הדומיניקנית,0,0,0,2,0,0,Dominican Harp
2021-12-07,תורכמניסטאן,0,0,0,2,0,0,Turkmenistan
2021-12-07,הודו,0,0,0,32,1,2,India
2021-12-07,סינגפור,0,0,0,1,0,7,Singapore
2021-12-07,דרום אפריקה,2,0,0,31,0,7,South Africa
2021-12-07,גינאה,0,0,0,1,0,0,Guinea
2021-12-07,איי סיישל,0,0,0,5,0,5,Seychelles
2021-12-07,צרפת,7,0,3,1092,18,218,France
2021-12-07,לטביה,0,0,0,18,1,4,Latvia
2021-12-07,תאילנד,0,0,0,12,0,0,Thailand
2021-12-07,הונגריה,3,0,0,514,5,37,Hungary
2021-12-07,פרו,0,0,0,1,0,2,Peru
2021-12-07,רומניה,0,0,1,167,13,28,Romania
2021-12-07,ארצות הברית,9,2,2,1408,61,452,United States
2021-12-07,אירלנד,0,0,0,5,0,0,Ireland
2021-12-07,אנדורה,0,0,0,1,0,0,Andorra
2021-12-07,מרוקו,0,0,0,8,0,0,Morocco
2021-12-07,גרמניה,1,0,0,479,10,31,Germany
2021-12-07,מולדובה,0,0,0,1,0,0,Moldova
2021-12-07,נאורו,0,0,0,2,0,0,Nauru
2021-12-07,קנדה,0,0,0,113,1,47,Canada
2021-12-07,אסטוניה,0,0,0,6,1,0,Estonia
2021-12-07,מלדיבים,0,0,0,212,2,7,Maldives
2021-12-07,סין,0,0,0,0,0,1,China
2021-12-07,ברזיל,0,0,0,16,2,4,Brazil
2021-12-07,ארגנטינה,0,0,0,25,2,9,Argentina
2021-12-07,קזחסטאן,0,0,0,6,0,0,Kazakhstan
2021-12-07,נפאל,0,0,0,4,0,0,Nepal
2021-12-07,יוון,0,0,0,252,3,21,Greece
2021-12-07,הולנד,0,0,0,246,6,38,Netherlands
2021-12-07,פורטוגל,0,0,0,26,0,2,Portugal
2021-12-07,בולגריה,0,0,0,46,2,13,Bulgaria
2021-12-07,ניגריה,0,0,0,0,0,0,Nigeria
2021-12-07,מצרים,0,0,1,68,5,39,Egypt
2021-12-07,דומיניקה,0,0,0,1,0,0,Dominica
2021-12-07,קרואטיה,0,0,0,2,0,0,Croatia
2021-12-07,ארמניה,0,0,1,2,0,1,Armenia
2021-12-07,אוסטריה,0,0,0,40,1,7,Austria
2021-12-07,אוגנדה,0,0,0,2,0,2,Uganda
2021-12-07,גאורגיה,0,0,0,164,6,17,Georgia
2021-12-07,ונצואלה,0,0,0,0,0,0,Venezuela
2021-12-07,קוסטה ריקה,0,0,0,1,0,0,Costa Rica
2021-12-07,שוודיה,0,0,0,5,0,1,Sweden
2021-12-07,מקסיקו,0,0,0,12,4,9,Mexico
2021-12-07,נורבגיה,0,0,0,13,0,0,Norway
2021-12-07,כלל המדינות,45,2,22,12200,406,2384,All Countries
2021-12-08,קרואטיה,0,0,0,2,0,0,Croatia
2021-12-08,סלובניה,0,0,0,2,0,0,Slovenia
2021-12-08,קירג'זסטאן,0,0,0,1,0,0,Kyrgyzstan
2021-12-08,בורקינה פאסו,0,0,0,2,0,0,Burkina Faso
2021-12-08,אוסטרליה,0,0,0,1,0,22,Australia
2021-12-08,אורגוואי,0,0,0,6,0,0,Uruguay
2021-12-08,קוסטה ריקה,0,0,0,12,0,1,Costa Rica
2021-12-08,קפריסין,0,1,0,181,5,37,Cyprus
2021-12-08,קנדה,1,0,0,85,6,37,Canada
2021-12-08,סינגפור,0,0,0,4,0,7,Singapore
2021-12-08,נפאל,0,0,0,0,0,0,Nepal
2021-12-08,קולומביה,0,0,0,6,1,3,Colombia
2021-12-08,טוגו,0,0,0,1,0,0,Togo
2021-12-08,רומניה,0,0,0,72,10,18,Romania
2021-12-08,ספרד,4,0,0,393,6,45,Spain
2021-12-08,גרמניה,0,0,0,532,12,95,Germany
2021-12-08,פינלנד,0,0,0,11,0,1,Finland
2021-12-08,ארגנטינה,0,0,0,12,0,0,Argentina
2021-12-08,פורטוגל,0,0,0,78,3,14,Portugal
2021-12-08,אוקראינה,0,0,0,323,39,253,Ukraine
2021-12-08,ליטא,0,0,0,4,1,0,Lithuania
2021-12-08,אירלנד,0,0,0,9,0,0,Ireland
2021-12-08,קוריאה הדרומית,0,0,0,5,0,0,South Korea
2021-12-08,סרביה,1,0,0,10,0,0,Serbia
2021-12-08,הודו,0,0,0,1,0,0,India
2021-12-08,סרי לנקה (צילון),0,0,0,61,2,3,Sri Lanka (photo)
2021-12-08,גאורגיה,0,0,0,49,0,2,Georgia
2021-12-08,ארצות הברית,4,1,2,1205,47,488,United States
2021-12-08,קניה,0,0,0,2,0,0,Kenya
2021-12-08,הונגריה,5,0,0,293,9,40,Hungary
2021-12-08,לטביה,0,0,0,1,0,0,Latvia
2021-12-08,יוון,0,0,0,106,1,4,Greece
2021-12-08,מלטה,0,0,0,82,2,17,Malta
2021-12-08,אלבניה,0,0,0,3,0,0,Albania
2021-12-08,יפן,0,0,0,1,1,0,Japan
2021-12-08,איסלנד,0,0,0,0,0,0,Iceland
2021-12-08,הולנד,0,0,0,87,2,8,Netherlands
2021-12-08,אוזבקיסטן,0,0,0,1,0,0,Uzbekistan
2021-12-08,מרוקו,0,0,0,162,3,14,Morocco
2021-12-08,צ'ילה,0,0,0,4,0,0,Chile
2021-12-08,צרפת,0,0,0,676,15,137,France
2021-12-08,שוודיה,0,0,0,11,0,7,Sweden
2021-12-08,פיליפינים,0,0,0,1,0,0,Philippines
2021-12-08,גמביה,0,0,0,1,0,0,Gambia
2021-12-08,דנמרק,0,0,0,12,0,1,Denmark
2021-12-08,שוויץ,0,0,0,39,3,12,Switzerland
2021-12-08,איטליה,1,0,1,1195,21,83,Italy
2021-12-08,קטר,0,0,0,8,0,0,Qatar
2021-12-08,אקואדור,0,0,0,5,1,1,Ecuador
2021-12-08,נורבגיה,0,0,0,2,1,0,Norway
2021-12-08,אוסטריה,0,0,0,47,0,17,Austria
2021-12-08,זימבאבווה,0,0,0,0,0,1,Zimbabwe
2021-12-08,הממלכה המאוחדת,10,2,2,383,14,95,United Kingdom
2021-12-08,ערב הסעודית,0,0,0,2,0,0,Saudi Arabia
2021-12-08,צכיה,2,0,0,142,2,6,Czech Republic
2021-12-08,איחוד האמירויות הערב,1,0,0,1009,33,134,UAE
2021-12-08,בולגריה,0,0,0,87,2,21,Bulgaria
2021-12-08,רפ מרכז אפריקנית,0,0,0,1,0,0,Central African Rap
2021-12-08,פנמה,0,0,0,7,0,5,Panama
2021-12-08,דרום אפריקה,0,0,3,23,0,9,South Africa
2021-12-08,ברזיל,0,0,0,28,1,8,Brazil
2021-12-08,קזחסטאן,0,0,0,2,2,0,Kazakhstan
2021-12-08,ניגריה,0,0,0,1,0,1,Nigeria
2021-12-08,ירדן,0,0,1,50,6,19,Jordan
2021-12-08,מונטנגרו,0,0,0,4,0,0,Montenegro
2021-12-08,סין,0,0,0,0,0,3,China
2021-12-08,פרגוואי,0,0,0,0,0,0,Paraguay
2021-12-08,תורכמניסטאן,0,0,0,0,0,1,Turkmenistan
2021-12-08,בילורוסיה,0,0,0,0,0,0,Belarus
2021-12-08,בהמס,0,0,0,4,0,1,Bahamas
2021-12-08,מצרים,0,0,0,44,10,24,Egypt
2021-12-08,רוסיה,0,0,0,79,7,39,Russia
2021-12-08,מלדיבים,0,0,0,81,4,11,Maldives
2021-12-08,ארמניה,0,0,0,3,0,0,Armenia
2021-12-08,מקסיקו,0,0,0,20,0,3,Mexico
2021-12-08,עומן,0,0,0,1,0,0,Oman
2021-12-08,בחריין,0,0,0,1,0,0,Bahrain
2021-12-08,איי סיישל,0,0,0,4,0,0,Seychelles
2021-12-08,תורכיה,3,0,3,978,106,250,Turkey
2021-12-08,אסטוניה,0,0,0,2,0,1,Estonia
2021-12-08,בלגיה,0,0,0,10,2,8,Belgium
2021-12-08,אתיופיה,0,0,0,9,0,6,Ethiopia
2021-12-08,אנגולה,0,0,0,0,0,1,Angola
2021-12-08,טנזניה,1,0,0,7,0,1,Tanzania
2021-12-08,תאילנד,1,0,0,195,8,15,Thailand
2021-12-08,תוניסיה,0,0,0,2,0,0,Tunisia
2021-12-08,הרפ הדומיניקנית,0,0,0,5,0,0,Dominican Harp
2021-12-08,פרו,0,0,0,4,3,3,Peru
2021-12-08,מולדובה,0,0,0,1,0,0,Moldova
2021-12-08,פולין,3,1,3,72,1,7,Poland
2021-12-08,כלל המדינות,38,5,15,9600,412,2182,All Countries
2021-12-09,אל סלבדור,0,0,0,1,0,0,El Salvador
2021-12-09,אזרביג'אן,0,0,0,52,1,17,Azerbaijan
2021-12-09,אוסטרליה,0,0,0,4,0,9,Australia
2021-12-09,רוסיה,1,0,4,154,16,73,Russia
2021-12-09,אלבניה,0,0,0,4,1,0,Albania
2021-12-09,פיליפינים,0,0,0,1,0,0,Philippines
2021-12-09,פורטו ריקו,0,0,0,1,0,0,Puerto Rico
2021-12-09,לוכסמבורג,0,0,0,4,0,0,Luxembourg
2021-12-09,תוניסיה,0,0,0,1,0,0,Tunisia
2021-12-09,ירדן,2,1,0,78,24,27,Jordan
2021-12-09,אירלנד,0,0,0,3,0,1,Ireland
2021-12-09,מולדובה,0,0,0,40,6,16,Moldova
2021-12-09,צרפת,2,0,2,842,20,168,France
2021-12-09,ניגר,0,0,0,0,0,1,Niger
2021-12-09,אוסטריה,0,0,0,46,0,6,Austria
2021-12-09,קניה,0,0,0,1,0,0,Kenya
2021-12-09,שוויץ,1,0,0,61,3,16,Switzerland
2021-12-09,חוף השנהב,0,0,0,1,0,0,Ivory Coast
2021-12-09,הונגריה,1,0,2,676,20,76,Hungary
2021-12-09,קירג'זסטאן,0,0,0,2,0,0,Kyrgyzstan
2021-12-09,דרום אפריקה,1,0,2,19,0,21,South Africa
2021-12-09,סינגפור,1,0,0,2,0,7,Singapore
2021-12-09,פנמה,0,0,0,5,0,0,Panama
2021-12-09,בלגיה,0,0,0,98,5,40,Belgium
2021-12-09,איי סיישל,0,0,0,2,0,0,Seychelles
2021-12-09,סרביה,0,0,0,5,0,1,Serbia
2021-12-09,גאורגיה,0,0,0,567,17,57,Georgia
2021-12-09,הודו,0,0,0,1,0,1,India
2021-12-09,רומניה,0,0,0,1,1,0,Romania
2021-12-09,תאילנד,1,0,0,163,4,44,Thailand
2021-12-09,צכיה,2,0,0,310,3,12,Czech Republic
2021-12-09,מיאנמר (בורמה),0,0,0,1,0,0,Myanmar (Burma)
2021-12-09,פורטוגל,0,0,0,194,6,25,Portugal
2021-12-09,איסלנד,0,0,0,1,0,0,Iceland
2021-12-09,ליטא,0,0,0,5,0,1,Lithuania
2021-12-09,פינלנד,0,0,0,13,0,3,Finland
2021-12-09,ארגנטינה,0,0,0,23,2,6,Argentina
2021-12-09,ניגריה,0,0,1,1,0,1,Nigeria
2021-12-09,תורכיה,1,3,3,1164,110,253,Turkey
2021-12-09,שוודיה,0,0,0,9,0,5,Sweden
2021-12-09,צ'ילה,0,0,0,1,0,0,Chile
2021-12-09,ניו זילנד,0,0,0,1,0,1,New Zealand
2021-12-09,ברזיל,0,0,0,15,2,4,Brazil
2021-12-09,סלובניה,0,0,0,1,0,0,Slovenia
2021-12-09,אקואדור,0,0,0,2,2,0,Ecuador
2021-12-09,איטליה,5,0,0,1176,39,80,Italy
2021-12-09,סרי לנקה (צילון),0,0,0,16,0,3,Sri Lanka (photo)
2021-12-09,אוגנדה,0,0,0,3,0,0,Uganda
2021-12-09,קפריסין,4,0,0,267,9,54,Cyprus
2021-12-09,דנמרק,0,0,0,10,0,4,Denmark
2021-12-09,מלדיבים,0,0,0,46,0,15,Maldives
2021-12-09,הולנד,0,0,0,173,9,33,Netherlands
2021-12-09,נורבגיה,0,0,0,5,0,1,Norway
2021-12-09,יפן,0,0,0,1,0,1,Japan
2021-12-09,טוגו,0,0,0,2,1,0,Togo
2021-12-09,אוקראינה,1,0,0,189,13,83,Ukraine
2021-12-09,מקאו,0,0,0,1,0,0,Macau
2021-12-09,הרפ הדומיניקנית,0,0,0,2,0,1,Dominican Harp
2021-12-09,מקסיקו,0,0,0,24,6,9,Mexico
2021-12-09,בחריין,0,0,0,22,0,0,Bahrain
2021-12-09,לטביה,0,0,0,1,0,0,Latvia
2021-12-09,קוריאה הדרומית,0,0,0,1,0,0,South Korea
2021-12-09,אתיופיה,0,0,0,8,0,2,Ethiopia
2021-12-09,גרמניה,0,0,0,286,9,34,Germany
2021-12-09,פולין,1,0,0,358,4,33,Poland
2021-12-09,מצרים,0,0,1,185,10,58,Egypt
2021-12-09,מקדוניה,0,0,0,0,0,0,Macedonia
2021-12-09,אוזבקיסטן,0,0,0,2,1,0,Uzbekistan
2021-12-09,קרואטיה,0,0,0,1,2,3,Croatia
2021-12-09,זמביה,0,0,0,2,0,0,Zambia
2021-12-09,יוון,0,0,0,195,3,15,Greece
2021-12-09,ספרד,1,0,0,360,8,33,Spain
2021-12-09,מאוריציוס,0,0,0,3,0,0,Mauritius
2021-12-09,אסטוניה,0,0,0,1,0,0,Estonia
2021-12-09,בילורוסיה,0,0,2,52,4,14,Belarus
2021-12-09,גווטאמלה,0,0,0,9,0,1,Guatemala
2021-12-09,איי גילברט ואליס,0,0,0,1,0,0,Gilbert and Alice Islands
2021-12-09,אנדורה,0,0,0,1,0,0,Andorra
2021-12-09,מונטנגרו,0,0,0,1,0,0,Montenegro
2021-12-09,טנזניה,0,0,0,27,0,0,Tanzania
2021-12-09,קנדה,0,0,0,11,1,9,Canada
2021-12-09,ארצות הברית,10,1,3,1203,42,562,United States
2021-12-09,ערב הסעודית,0,0,0,5,0,0,Saudi Arabia
2021-12-09,מונגוליה,0,0,0,2,0,0,Mongolia
2021-12-09,אנגולה,0,0,0,1,0,0,Angola
2021-12-09,בולגריה,0,0,2,136,3,18,Bulgaria
2021-12-09,הממלכה המאוחדת,10,0,0,666,15,196,United Kingdom
2021-12-09,קולומביה,0,0,1,7,1,2,Colombia
2021-12-09,גויאנה הצרפתית,0,0,0,2,0,3,French Guiana
2021-12-09,נפאל,0,0,0,1,1,0,Nepal
2021-12-09,גבון,0,0,0,0,1,0,Gabon
2021-12-09,קוסטה ריקה,0,0,0,6,0,1,Costa Rica
2021-12-09,איחוד האמירויות הערב,3,0,1,1427,38,125,UAE
2021-12-09,פרו,0,0,0,6,0,0,Peru
2021-12-09,בוסניה הרצגובינה,0,0,0,2,0,0,Bosnia and Herzegovina
2021-12-09,גאנה,0,0,0,2,0,0,Ghana
2021-12-09,מרוקו,0,0,0,9,0,2,Morocco
2021-12-09,כלל המדינות,48,5,24,12245,503,2398,All Countries
2021-12-10,פרו,0,0,0,2,1,0,Peru
2021-12-10,קפריסין,0,0,0,134,9,16,Cyprus
2021-12-10,מצרים,0,0,0,44,9,24,Egypt
2021-12-10,גרמניה,0,0,0,540,11,74,Germany
2021-12-10,פורטוגל,0,0,0,13,0,2,Portugal
2021-12-10,שוודיה,0,0,0,10,0,0,Sweden
2021-12-10,תורכמניסטאן,0,0,0,3,0,3,Turkmenistan
2021-12-10,מלדיבים,0,0,0,39,0,1,Maldives
2021-12-10,קוסטה ריקה,0,0,0,10,1,1,Costa Rica
2021-12-10,שוויץ,2,0,0,83,0,19,Switzerland
2021-12-10,אסטוניה,0,0,0,1,0,1,Estonia
2021-12-10,איי גילברט ואליס,0,0,0,0,0,1,Gilbert and Alice Islands
2021-12-10,אורגוואי,0,0,0,0,0,1,Uruguay
2021-12-10,גאורגיה,0,0,1,168,6,23,Georgia
2021-12-10,לטביה,0,0,0,4,0,0,Latvia
2021-12-10,האנטילים ההולנדים,0,0,0,0,0,1,Netherlands Antilles
2021-12-10,ניגריה,1,0,0,2,0,0,Nigeria
2021-12-10,מקדוניה,0,0,0,1,0,0,Macedonia
2021-12-10,אוגנדה,0,0,0,2,0,0,Uganda
2021-12-10,הממלכה המאוחדת,5,0,1,396,12,62,United Kingdom
2021-12-10,איטליה,3,0,0,672,14,27,Italy
2021-12-10,מקסיקו,0,0,0,34,1,3,Mexico
2021-12-10,ערב הסעודית,0,0,0,2,0,0,Saudi Arabia
2021-12-10,פולין,0,0,0,14,1,0,Poland
2021-12-10,אוסטריה,0,0,0,21,1,3,Austria
2021-12-10,ברזיל,0,0,0,27,0,6,Brazil
2021-12-10,אקואדור,0,0,0,6,1,1,Ecuador
2021-12-10,בולגריה,0,0,0,3,0,0,Bulgaria
2021-12-10,לוכסמבורג,0,0,0,1,0,0,Luxembourg
2021-12-10,בלגיה,0,0,0,91,6,15,Belgium
2021-12-10,אוקראינה,0,0,2,210,22,74,Ukraine
2021-12-10,קזחסטאן,0,0,0,5,0,1,Kazakhstan
2021-12-10,אנגולה,0,0,0,1,0,0,Angola
2021-12-10,תאילנד,0,0,0,233,3,21,Thailand
2021-12-10,קוריאה הדרומית,0,0,0,0,0,1,South Korea
2021-12-10,הונגריה,3,0,0,579,20,58,Hungary
2021-12-10,ונצואלה,0,0,0,0,0,2,Venezuela
2021-12-10,יוון,0,0,0,277,8,28,Greece
2021-12-10,צכיה,1,0,0,271,4,6,Czech Republic
2021-12-10,נורבגיה,0,0,0,3,0,0,Norway
2021-12-10,פינלנד,0,0,0,6,0,0,Finland
2021-12-10,צ'ילה,0,0,0,6,0,0,Chile
2021-12-10,טנזניה,0,0,0,20,0,0,Tanzania
2021-12-10,דרום אפריקה,0,0,0,16,0,2,South Africa
2021-12-10,רומניה,0,0,0,227,15,40,Romania
2021-12-10,מונטנגרו,0,0,0,1,0,1,Montenegro
2021-12-10,עומן,0,0,0,0,0,0,Oman
2021-12-10,אנדורה,0,0,0,1,0,0,Andorra
2021-12-10,אזרביג'אן,0,0,0,5,0,0,Azerbaijan
2021-12-10,רוסיה,0,0,0,81,3,37,Russia
2021-12-10,סינגפור,0,0,0,11,0,3,Singapore
2021-12-10,פנמה,0,0,0,1,0,0,Panama
2021-12-10,ארגנטינה,0,0,0,17,0,5,Argentina
2021-12-10,תורכיה,11,0,1,746,65,133,Turkey
2021-12-10,ספרד,3,0,0,420,6,31,Spain
2021-12-10,נפאל,0,0,0,19,0,0,Nepal
2021-12-10,תוניסיה,0,0,0,1,0,0,Tunisia
2021-12-10,ירדן,0,0,0,28,4,10,Jordan
2021-12-10,אירלנד,0,0,0,8,1,2,Ireland
2021-12-10,קולומביה,0,0,0,13,1,7,Colombia
2021-12-10,דנמרק,0,0,0,24,0,3,Denmark
2021-12-10,גאנה,0,0,0,4,2,0,Ghana
2021-12-10,פורטו ריקו,0,0,0,1,0,0,Puerto Rico
2021-12-10,הולנד,1,0,0,124,6,10,Netherlands
2021-12-10,קנדה,0,0,0,51,3,39,Canada
2021-12-10,אוסטרליה,0,0,0,2,0,10,Australia
2021-12-10,קרואטיה,0,0,0,14,3,1,Croatia
2021-12-10,איחוד האמירויות הערב,1,1,0,441,8,42,UAE
2021-12-10,גמייקה,0,0,0,1,0,0,Gamaica
2021-12-10,בוסניה הרצגובינה,0,0,0,1,0,0,Bosnia and Herzegovina
2021-12-10,אוזבקיסטן,0,0,0,0,0,0,Uzbekistan
2021-12-10,פיליפינים,0,0,0,0,0,0,Philippines
2021-12-10,הונדורס,0,0,0,1,0,0,Honduras
2021-12-10,אתיופיה,1,0,0,23,5,1,Ethiopia
2021-12-10,הודו,0,0,0,4,0,0,India
2021-12-10,סרביה,0,0,0,13,0,3,Serbia
2021-12-10,ארצות הברית,10,2,5,1638,54,581,United States
2021-12-10,צרפת,35,0,0,794,19,61,France
2021-12-10,מרוקו,2,2,0,10,2,0,Morocco
2021-12-10,תימן,0,0,0,0,0,1,Yemen
2021-12-10,סרי לנקה (צילון),0,0,0,21,2,0,Sri Lanka (photo)
2021-12-10,מולדובה,0,0,0,0,0,0,Moldova
2021-12-10,אלבניה,0,0,0,1,0,0,Albania
